"","condition","stimulus_number","trial_number","block_number","sequence","stimulus_position_in_trial","stimulus_id","stimulus_trigger_code","sequence_id","block_id"
"63","local",63,8,1,"E1.F.A2.B.C3.D.A1.B.",4,"B",4,18,13
"64","local",64,8,1,"E1.F.A2.B.C3.D.A1.B.",5,"C3",13,18,13
"65","local",65,8,1,"E1.F.A2.B.C3.D.A1.B.",6,"D",14,18,13
"66","local",66,8,1,"E1.F.A2.B.C3.D.A1.B.",7,"A1",1,18,13
"67","local",67,8,1,"E1.F.A2.B.C3.D.A1.B.",8,"B",4,18,13
"68","local",68,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"69","local",69,9,1,"C1.D.A1.B.E2.F.",1,"C1",11,12,13
"70","local",70,9,1,"C1.D.A1.B.E2.F.",2,"D",14,12,13
"71","local",71,9,1,"C1.D.A1.B.E2.F.",3,"A1",1,12,13
"72","local",72,9,1,"C1.D.A1.B.E2.F.",4,"B",4,12,13
"73","local",73,9,1,"C1.D.A1.B.E2.F.",5,"E2",22,12,13
"74","local",74,9,1,"C1.D.A1.B.E2.F.",6,"F",24,12,13
"75","local",75,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"76","local",76,10,1,"C2.D.A2.B.E2.F.A3.B.",1,"C2",12,19,13
"77","local",77,10,1,"C2.D.A2.B.E2.F.A3.B.",2,"D",14,19,13
"78","local",78,10,1,"C2.D.A2.B.E2.F.A3.B.",3,"A2",2,19,13
"79","local",79,10,1,"C2.D.A2.B.E2.F.A3.B.",4,"B",4,19,13
"80","local",80,10,1,"C2.D.A2.B.E2.F.A3.B.",5,"E2",22,19,13
"81","local",81,10,1,"C2.D.A2.B.E2.F.A3.B.",6,"F",24,19,13
"82","local",82,10,1,"C2.D.A2.B.E2.F.A3.B.",7,"A3",3,19,13
"83","local",83,10,1,"C2.D.A2.B.E2.F.A3.B.",8,"B",4,19,13
"84","local",84,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"85","local",85,11,1,"C1.D.A2.B.C2.D.A3.B.",1,"C1",11,26,13
"86","local",86,11,1,"C1.D.A2.B.C2.D.A3.B.",2,"D",14,26,13
"87","local",87,11,1,"C1.D.A2.B.C2.D.A3.B.",3,"A2",2,26,13
"88","local",88,11,1,"C1.D.A2.B.C2.D.A3.B.",4,"B",4,26,13
"89","local",89,11,1,"C1.D.A2.B.C2.D.A3.B.",5,"C2",12,26,13
"90","local",90,11,1,"C1.D.A2.B.C2.D.A3.B.",6,"D",14,26,13
"91","local",91,11,1,"C1.D.A2.B.C2.D.A3.B.",7,"A3",3,26,13
"92","local",92,11,1,"C1.D.A2.B.C2.D.A3.B.",8,"B",4,26,13
"93","local",93,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"94","local",94,12,1,"A1.B.C1.D.E1.F.C3.D.",1,"A1",1,16,13
"95","local",95,12,1,"A1.B.C1.D.E1.F.C3.D.",2,"B",4,16,13
"96","local",96,12,1,"A1.B.C1.D.E1.F.C3.D.",3,"C1",11,16,13
"97","local",97,12,1,"A1.B.C1.D.E1.F.C3.D.",4,"D",14,16,13
"98","local",98,12,1,"A1.B.C1.D.E1.F.C3.D.",5,"E1",21,16,13
"99","local",99,12,1,"A1.B.C1.D.E1.F.C3.D.",6,"F",24,16,13
"100","local",100,12,1,"A1.B.C1.D.E1.F.C3.D.",7,"C3",13,16,13
"101","local",101,12,1,"A1.B.C1.D.E1.F.C3.D.",8,"D",14,16,13
"102","local",102,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"103","local",103,13,1,"C3.D.A1.B.C1.D.E2.F.",1,"C3",13,29,13
"104","local",104,13,1,"C3.D.A1.B.C1.D.E2.F.",2,"D",14,29,13
"105","local",105,13,1,"C3.D.A1.B.C1.D.E2.F.",3,"A1",1,29,13
"106","local",106,13,1,"C3.D.A1.B.C1.D.E2.F.",4,"B",4,29,13
"107","local",107,13,1,"C3.D.A1.B.C1.D.E2.F.",5,"C1",11,29,13
"108","local",108,13,1,"C3.D.A1.B.C1.D.E2.F.",6,"D",14,29,13
"109","local",109,13,1,"C3.D.A1.B.C1.D.E2.F.",7,"E2",22,29,13
"110","local",110,13,1,"C3.D.A1.B.C1.D.E2.F.",8,"F",24,29,13
"111","local",111,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"112","local",112,14,1,"A3.B.C1.D.A1.B.",1,"A3",3,4,13
"113","local",113,14,1,"A3.B.C1.D.A1.B.",2,"B",4,4,13
"114","local",114,14,1,"A3.B.C1.D.A1.B.",3,"C1",11,4,13
"115","local",115,14,1,"A3.B.C1.D.A1.B.",4,"D",14,4,13
"116","local",116,14,1,"A3.B.C1.D.A1.B.",5,"A1",1,4,13
"117","local",117,14,1,"A3.B.C1.D.A1.B.",6,"B",4,4,13
"118","local",118,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"119","local",119,15,1,"A1.B.E2.F.",1,"A1",1,3,13
"120","local",120,15,1,"A1.B.E2.F.",2,"B",4,3,13
"121","local",121,15,1,"A1.B.E2.F.",3,"E2",22,3,13
"122","local",122,15,1,"A1.B.E2.F.",4,"F",24,3,13
"123","local",123,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"124","local",124,16,1,"C2.D.A3.B.C3.D.",1,"C2",12,9,13
"125","local",125,16,1,"C2.D.A3.B.C3.D.",2,"D",14,9,13
"126","local",126,16,1,"C2.D.A3.B.C3.D.",3,"A3",3,9,13
"127","local",127,16,1,"C2.D.A3.B.C3.D.",4,"B",4,9,13
"128","local",128,16,1,"C2.D.A3.B.C3.D.",5,"C3",13,9,13
"129","local",129,16,1,"C2.D.A3.B.C3.D.",6,"D",14,9,13
"130","local",130,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"131","local",131,17,1,"A2.B.E2.F.A3.B.E3.F.",1,"A2",2,25,13
"132","local",132,17,1,"A2.B.E2.F.A3.B.E3.F.",2,"B",4,25,13
"133","local",133,17,1,"A2.B.E2.F.A3.B.E3.F.",3,"E2",22,25,13
"134","local",134,17,1,"A2.B.E2.F.A3.B.E3.F.",4,"F",24,25,13
"135","local",135,17,1,"A2.B.E2.F.A3.B.E3.F.",5,"A3",3,25,13
"136","local",136,17,1,"A2.B.E2.F.A3.B.E3.F.",6,"B",4,25,13
"137","local",137,17,1,"A2.B.E2.F.A3.B.E3.F.",7,"E3",23,25,13
"138","local",138,17,1,"A2.B.E2.F.A3.B.E3.F.",8,"F",24,25,13
"139","local",139,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"140","local",140,18,1,"C2.D.E3.F.C3.D.E2.F.",1,"C2",12,31,13
"141","local",141,18,1,"C2.D.E3.F.C3.D.E2.F.",2,"D",14,31,13
"142","local",142,18,1,"C2.D.E3.F.C3.D.E2.F.",3,"E3",23,31,13
"143","local",143,18,1,"C2.D.E3.F.C3.D.E2.F.",4,"F",24,31,13
"144","local",144,18,1,"C2.D.E3.F.C3.D.E2.F.",5,"C3",13,31,13
"145","local",145,18,1,"C2.D.E3.F.C3.D.E2.F.",6,"D",14,31,13
"146","local",146,18,1,"C2.D.E3.F.C3.D.E2.F.",7,"E2",22,31,13
"147","local",147,18,1,"C2.D.E3.F.C3.D.E2.F.",8,"F",24,31,13
"148","local",148,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"149","local",149,19,1,"A1.B.C3.D.A3.B.E1.F.",1,"A1",1,23,13
"150","local",150,19,1,"A1.B.C3.D.A3.B.E1.F.",2,"B",4,23,13
"151","local",151,19,1,"A1.B.C3.D.A3.B.E1.F.",3,"C3",13,23,13
"152","local",152,19,1,"A1.B.C3.D.A3.B.E1.F.",4,"D",14,23,13
"153","local",153,19,1,"A1.B.C3.D.A3.B.E1.F.",5,"A3",3,23,13
"154","local",154,19,1,"A1.B.C3.D.A3.B.E1.F.",6,"B",4,23,13
"155","local",155,19,1,"A1.B.C3.D.A3.B.E1.F.",7,"E1",21,23,13
"156","local",156,19,1,"A1.B.C3.D.A3.B.E1.F.",8,"F",24,23,13
"157","local",157,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"158","local",158,20,1,"C1.D.E3.F.A3.B.C2.D.",1,"C1",11,13,13
"159","local",159,20,1,"C1.D.E3.F.A3.B.C2.D.",2,"D",14,13,13
"160","local",160,20,1,"C1.D.E3.F.A3.B.C2.D.",3,"E3",23,13,13
"161","local",161,20,1,"C1.D.E3.F.A3.B.C2.D.",4,"F",24,13,13
"162","local",162,20,1,"C1.D.E3.F.A3.B.C2.D.",5,"A3",3,13,13
"163","local",163,20,1,"C1.D.E3.F.A3.B.C2.D.",6,"B",4,13,13
"164","local",164,20,1,"C1.D.E3.F.A3.B.C2.D.",7,"C2",12,13,13
"165","local",165,20,1,"C1.D.E3.F.A3.B.C2.D.",8,"D",14,13,13
"166","local",166,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"167","local",167,21,1,"C3.D.E2.F.A1.B.E1.F.",1,"C3",13,17,13
"168","local",168,21,1,"C3.D.E2.F.A1.B.E1.F.",2,"D",14,17,13
"169","local",169,21,1,"C3.D.E2.F.A1.B.E1.F.",3,"E2",22,17,13
"170","local",170,21,1,"C3.D.E2.F.A1.B.E1.F.",4,"F",24,17,13
"171","local",171,21,1,"C3.D.E2.F.A1.B.E1.F.",5,"A1",1,17,13
"172","local",172,21,1,"C3.D.E2.F.A1.B.E1.F.",6,"B",4,17,13
"173","local",173,21,1,"C3.D.E2.F.A1.B.E1.F.",7,"E1",21,17,13
"174","local",174,21,1,"C3.D.E2.F.A1.B.E1.F.",8,"F",24,17,13
"175","local",175,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"176","local",176,22,1,"C3.D.A2.B.",1,"C3",13,1,13
"177","local",177,22,1,"C3.D.A2.B.",2,"D",14,1,13
"178","local",178,22,1,"C3.D.A2.B.",3,"A2",2,1,13
"179","local",179,22,1,"C3.D.A2.B.",4,"B",4,1,13
"180","local",180,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"181","local",181,23,1,"A1.B.E1.F.A2.B.C1.D.",1,"A1",1,28,13
"182","local",182,23,1,"A1.B.E1.F.A2.B.C1.D.",2,"B",4,28,13
"183","local",183,23,1,"A1.B.E1.F.A2.B.C1.D.",3,"E1",21,28,13
"184","local",184,23,1,"A1.B.E1.F.A2.B.C1.D.",4,"F",24,28,13
"185","local",185,23,1,"A1.B.E1.F.A2.B.C1.D.",5,"A2",2,28,13
"186","local",186,23,1,"A1.B.E1.F.A2.B.C1.D.",6,"B",4,28,13
"187","local",187,23,1,"A1.B.E1.F.A2.B.C1.D.",7,"C1",11,28,13
"188","local",188,23,1,"A1.B.E1.F.A2.B.C1.D.",8,"D",14,28,13
"189","local",189,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"190","local",190,24,1,"E1.F.C3.D.E1.F.A2.B.",1,"E1",21,30,13
"191","local",191,24,1,"E1.F.C3.D.E1.F.A2.B.",2,"F",24,30,13
"192","local",192,24,1,"E1.F.C3.D.E1.F.A2.B.",3,"C3",13,30,13
"193","local",193,24,1,"E1.F.C3.D.E1.F.A2.B.",4,"D",14,30,13
"194","local",194,24,1,"E1.F.C3.D.E1.F.A2.B.",5,"E1",21,30,13
"195","local",195,24,1,"E1.F.C3.D.E1.F.A2.B.",6,"F",24,30,13
"196","local",196,24,1,"E1.F.C3.D.E1.F.A2.B.",7,"A2",2,30,13
"197","local",197,24,1,"E1.F.C3.D.E1.F.A2.B.",8,"B",4,30,13
"198","local",198,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"199","local",199,25,1,"A3.B.E2.F.C1.D.E3.F.",1,"A3",3,21,13
"200","local",200,25,1,"A3.B.E2.F.C1.D.E3.F.",2,"B",4,21,13
"201","local",201,25,1,"A3.B.E2.F.C1.D.E3.F.",3,"E2",22,21,13
"202","local",202,25,1,"A3.B.E2.F.C1.D.E3.F.",4,"F",24,21,13
"203","local",203,25,1,"A3.B.E2.F.C1.D.E3.F.",5,"C1",11,21,13
"204","local",204,25,1,"A3.B.E2.F.C1.D.E3.F.",6,"D",14,21,13
"205","local",205,25,1,"A3.B.E2.F.C1.D.E3.F.",7,"E3",23,21,13
"206","local",206,25,1,"A3.B.E2.F.C1.D.E3.F.",8,"F",24,21,13
"207","local",207,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"208","local",208,26,1,"E3.F.C2.D.E1.F.",1,"E3",23,7,13
"209","local",209,26,1,"E3.F.C2.D.E1.F.",2,"F",24,7,13
"210","local",210,26,1,"E3.F.C2.D.E1.F.",3,"C2",12,7,13
"211","local",211,26,1,"E3.F.C2.D.E1.F.",4,"D",14,7,13
"212","local",212,26,1,"E3.F.C2.D.E1.F.",5,"E1",21,7,13
"213","local",213,26,1,"E3.F.C2.D.E1.F.",6,"F",24,7,13
"214","local",214,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"215","local",215,27,1,"C3.D.E1.F.C2.D.A1.B.",1,"C3",13,24,13
"216","local",216,27,1,"C3.D.E1.F.C2.D.A1.B.",2,"D",14,24,13
"217","local",217,27,1,"C3.D.E1.F.C2.D.A1.B.",3,"E1",21,24,13
"218","local",218,27,1,"C3.D.E1.F.C2.D.A1.B.",4,"F",24,24,13
"219","local",219,27,1,"C3.D.E1.F.C2.D.A1.B.",5,"C2",12,24,13
"220","local",220,27,1,"C3.D.E1.F.C2.D.A1.B.",6,"D",14,24,13
"221","local",221,27,1,"C3.D.E1.F.C2.D.A1.B.",7,"A1",1,24,13
"222","local",222,27,1,"C3.D.E1.F.C2.D.A1.B.",8,"B",4,24,13
"223","local",223,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"224","local",224,28,1,"E2.F.C3.D.A2.B.",1,"E2",22,10,13
"225","local",225,28,1,"E2.F.C3.D.A2.B.",2,"F",24,10,13
"226","local",226,28,1,"E2.F.C3.D.A2.B.",3,"C3",13,10,13
"227","local",227,28,1,"E2.F.C3.D.A2.B.",4,"D",14,10,13
"228","local",228,28,1,"E2.F.C3.D.A2.B.",5,"A2",2,10,13
"229","local",229,28,1,"E2.F.C3.D.A2.B.",6,"B",4,10,13
"230","local",230,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"231","local",231,29,1,"E1.F.A1.B.E3.F.C3.D.",1,"E1",21,22,13
"232","local",232,29,1,"E1.F.A1.B.E3.F.C3.D.",2,"F",24,22,13
"233","local",233,29,1,"E1.F.A1.B.E3.F.C3.D.",3,"A1",1,22,13
"234","local",234,29,1,"E1.F.A1.B.E3.F.C3.D.",4,"B",4,22,13
"235","local",235,29,1,"E1.F.A1.B.E3.F.C3.D.",5,"E3",23,22,13
"236","local",236,29,1,"E1.F.A1.B.E3.F.C3.D.",6,"F",24,22,13
"237","local",237,29,1,"E1.F.A1.B.E3.F.C3.D.",7,"C3",13,22,13
"238","local",238,29,1,"E1.F.A1.B.E3.F.C3.D.",8,"D",14,22,13
"239","local",239,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"240","local",240,30,1,"E1.F.C1.D.",1,"E1",21,2,13
"241","local",241,30,1,"E1.F.C1.D.",2,"F",24,2,13
"242","local",242,30,1,"E1.F.C1.D.",3,"C1",11,2,13
"243","local",243,30,1,"E1.F.C1.D.",4,"D",14,2,13
"244","local",244,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"245","local",245,31,1,"A3.B.C2.D.A1.B.C1.D.",1,"A3",3,33,13
"246","local",246,31,1,"A3.B.C2.D.A1.B.C1.D.",2,"B",4,33,13
"247","local",247,31,1,"A3.B.C2.D.A1.B.C1.D.",3,"C2",12,33,13
"248","local",248,31,1,"A3.B.C2.D.A1.B.C1.D.",4,"D",14,33,13
"249","local",249,31,1,"A3.B.C2.D.A1.B.C1.D.",5,"A1",1,33,13
"250","local",250,31,1,"A3.B.C2.D.A1.B.C1.D.",6,"B",4,33,13
"251","local",251,31,1,"A3.B.C2.D.A1.B.C1.D.",7,"C1",11,33,13
"252","local",252,31,1,"A3.B.C2.D.A1.B.C1.D.",8,"D",14,33,13
"253","local",253,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"254","local",254,32,1,"E3.F.A2.B.E1.F.",1,"E3",23,6,13
"255","local",255,32,1,"E3.F.A2.B.E1.F.",2,"F",24,6,13
"256","local",256,32,1,"E3.F.A2.B.E1.F.",3,"A2",2,6,13
"257","local",257,32,1,"E3.F.A2.B.E1.F.",4,"B",4,6,13
"258","local",258,32,1,"E3.F.A2.B.E1.F.",5,"E1",21,6,13
"259","local",259,32,1,"E3.F.A2.B.E1.F.",6,"F",24,6,13
"260","local",260,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"261","local",261,33,1,"A2.B.E1.F.C1.D.",1,"A2",2,11,13
"262","local",262,33,1,"A2.B.E1.F.C1.D.",2,"B",4,11,13
"263","local",263,33,1,"A2.B.E1.F.C1.D.",3,"E1",21,11,13
"264","local",264,33,1,"A2.B.E1.F.C1.D.",4,"F",24,11,13
"265","local",265,33,1,"A2.B.E1.F.C1.D.",5,"C1",11,11,13
"266","local",266,33,1,"A2.B.E1.F.C1.D.",6,"D",14,11,13
"267","local",267,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"268","local",268,NA,NA,NA,0,"silence_interblock_1250ms",99,NA,NA
"269","local",269,34,2,"C3.D.E1.F.C1.D.E3.F.",1,"C3",13,31,26
"270","local",270,34,2,"C3.D.E1.F.C1.D.E3.F.",2,"D",14,31,26
"271","local",271,34,2,"C3.D.E1.F.C1.D.E3.F.",3,"E1",21,31,26
"272","local",272,34,2,"C3.D.E1.F.C1.D.E3.F.",4,"F",24,31,26
"273","local",273,34,2,"C3.D.E1.F.C1.D.E3.F.",5,"C1",11,31,26
"274","local",274,34,2,"C3.D.E1.F.C1.D.E3.F.",6,"D",14,31,26
"275","local",275,34,2,"C3.D.E1.F.C1.D.E3.F.",7,"E3",23,31,26
"276","local",276,34,2,"C3.D.E1.F.C1.D.E3.F.",8,"F",24,31,26
"277","local",277,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"278","local",278,35,2,"C3.D.A1.B.C1.D.",1,"C3",13,9,26
"279","local",279,35,2,"C3.D.A1.B.C1.D.",2,"D",14,9,26
"280","local",280,35,2,"C3.D.A1.B.C1.D.",3,"A1",1,9,26
"281","local",281,35,2,"C3.D.A1.B.C1.D.",4,"B",4,9,26
"282","local",282,35,2,"C3.D.A1.B.C1.D.",5,"C1",11,9,26
"283","local",283,35,2,"C3.D.A1.B.C1.D.",6,"D",14,9,26
"284","local",284,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"285","local",285,36,2,"A2.B.C2.D.E2.F.C1.D.",1,"A2",2,16,26
"286","local",286,36,2,"A2.B.C2.D.E2.F.C1.D.",2,"B",4,16,26
"287","local",287,36,2,"A2.B.C2.D.E2.F.C1.D.",3,"C2",12,16,26
"288","local",288,36,2,"A2.B.C2.D.E2.F.C1.D.",4,"D",14,16,26
"289","local",289,36,2,"A2.B.C2.D.E2.F.C1.D.",5,"E2",22,16,26
"290","local",290,36,2,"A2.B.C2.D.E2.F.C1.D.",6,"F",24,16,26
"291","local",291,36,2,"A2.B.C2.D.E2.F.C1.D.",7,"C1",11,16,26
"292","local",292,36,2,"A2.B.C2.D.E2.F.C1.D.",8,"D",14,16,26
"293","local",293,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"294","local",294,37,2,"E3.F.A1.B.C3.D.E1.F.",1,"E3",23,14,26
"295","local",295,37,2,"E3.F.A1.B.C3.D.E1.F.",2,"F",24,14,26
"296","local",296,37,2,"E3.F.A1.B.C3.D.E1.F.",3,"A1",1,14,26
"297","local",297,37,2,"E3.F.A1.B.C3.D.E1.F.",4,"B",4,14,26
"298","local",298,37,2,"E3.F.A1.B.C3.D.E1.F.",5,"C3",13,14,26
"299","local",299,37,2,"E3.F.A1.B.C3.D.E1.F.",6,"D",14,14,26
"300","local",300,37,2,"E3.F.A1.B.C3.D.E1.F.",7,"E1",21,14,26
"301","local",301,37,2,"E3.F.A1.B.C3.D.E1.F.",8,"F",24,14,26
"302","local",302,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"303","local",303,38,2,"C3.D.A3.B.E3.F.A1.B.",1,"C3",13,19,26
"304","local",304,38,2,"C3.D.A3.B.E3.F.A1.B.",2,"D",14,19,26
"305","local",305,38,2,"C3.D.A3.B.E3.F.A1.B.",3,"A3",3,19,26
"306","local",306,38,2,"C3.D.A3.B.E3.F.A1.B.",4,"B",4,19,26
"307","local",307,38,2,"C3.D.A3.B.E3.F.A1.B.",5,"E3",23,19,26
"308","local",308,38,2,"C3.D.A3.B.E3.F.A1.B.",6,"F",24,19,26
"309","local",309,38,2,"C3.D.A3.B.E3.F.A1.B.",7,"A1",1,19,26
"310","local",310,38,2,"C3.D.A3.B.E3.F.A1.B.",8,"B",4,19,26
"311","local",311,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"312","local",312,39,2,"C1.D.A3.B.",1,"C1",11,1,26
"313","local",313,39,2,"C1.D.A3.B.",2,"D",14,1,26
"314","local",314,39,2,"C1.D.A3.B.",3,"A3",3,1,26
"315","local",315,39,2,"C1.D.A3.B.",4,"B",4,1,26
"316","local",316,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"317","local",317,40,2,"A1.B.E3.F.C2.D.E1.F.",1,"A1",1,21,26
"318","local",318,40,2,"A1.B.E3.F.C2.D.E1.F.",2,"B",4,21,26
"319","local",319,40,2,"A1.B.E3.F.C2.D.E1.F.",3,"E3",23,21,26
"320","local",320,40,2,"A1.B.E3.F.C2.D.E1.F.",4,"F",24,21,26
"321","local",321,40,2,"A1.B.E3.F.C2.D.E1.F.",5,"C2",12,21,26
"322","local",322,40,2,"A1.B.E3.F.C2.D.E1.F.",6,"D",14,21,26
"323","local",323,40,2,"A1.B.E3.F.C2.D.E1.F.",7,"E1",21,21,26
"324","local",324,40,2,"A1.B.E3.F.C2.D.E1.F.",8,"F",24,21,26
"325","local",325,NA,NA,NA,0,"silence_intersequence_250ms",90,NA,NA
"326","local",326,41,2,"C3.D.E3.F.C1.D.",1,"C3",13,5,26
"327","local",327,41,2,"C3.D.E3.F.C1.D.",2,"D",14,5,26
